State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Uttarakhand,Dehradun,Dehradun APMC,Apple,Other,FAQ,17/02/2026,7187.12,9202.04,8445.46
Rajasthan,Kota,Kota APMC,Coriander(Leaves),Other,FAQ,17/02/2026,3100.1,3676.44,3410.92
Uttar Pradesh,Agra,Agra APMC,Potato,Other,Local,17/02/2026,1473.26,1971.69,1694.6
West Bengal,Siliguri,Siliguri APMC,Mustard,Other,FAQ,17/02/2026,3885.61,5261.89,4492.72
Tamil Nadu,Coimbatore,Coimbatore APMC,Green Chilli,Other,FAQ,17/02/2026,4285.16,5457.18,4887.12
Bihar,Patna,Patna APMC,Paddy(Common),Other,Local,17/02/2026,1556.71,1906.37,1797.49
Karnataka,Mysore,Mysore APMC,Bengal Gram(Gram)(Whole),Other,FAQ,17/02/2026,5526.36,6630.14,5922.24
Maharashtra,Pune,Pune APMC,Grapes,Other,FAQ,17/02/2026,5724.57,6979.61,6546.29
Karnataka,Hubli,Hubli APMC,Maize,Other,Local,17/02/2026,1678.91,2252.63,1927.17
Maharashtra,Nagpur,Nagpur APMC,Cotton,Other,FAQ,17/02/2026,5985.56,7212.87,6362.52
Tamil Nadu,Coimbatore,Coimbatore APMC,Coffee,Other,FAQ,17/02/2026,10001.63,11228.62,10577.36
Odisha,Cuttack,Cuttack APMC,Ginger(Green),Other,FAQ,17/02/2026,5006.84,5590.17,5314.85
Maharashtra,Pune,Pune APMC,Maize,Other,FAQ,17/02/2026,1627.12,2156.35,1889.18
Karnataka,Mangalore,Mangalore APMC,Cabbage,Other,FAQ,17/02/2026,1233.83,1460.66,1367.36
Himachal Pradesh,Shimla,Shimla APMC,Tea,Other,FAQ,17/02/2026,3025.73,3513.87,3211.06
Bihar,Darbhanga,Darbhanga APMC,Paddy(Common),Other,Local,17/02/2026,1536.28,1863.68,1716.7
Bihar,Muzaffarpur,Muzaffarpur APMC,Carrot,Other,FAQ,17/02/2026,1821.15,2237.89,2075.64
Karnataka,Mangalore,Mangalore APMC,Cauliflower,Other,Local,17/02/2026,1395.68,1736.25,1575.35
Punjab,Ludhiana,Ludhiana APMC,Banana,Other,Local,17/02/2026,2709.24,3279.31,2884.43
Maharashtra,Nagpur,Nagpur APMC,Musk Melon,Other,FAQ,17/02/2026,1827.15,2437.66,2118.76
Rajasthan,Ajmer,Ajmer APMC,Cotton,Other,FAQ,17/02/2026,5583.27,6913.3,6121.67
Rajasthan,Kota,Kota APMC,Orange,Other,Local,17/02/2026,2825.47,3491.77,2986.69
Andhra Pradesh,Guntur,Guntur APMC,Tomato,Other,FAQ,17/02/2026,1475.59,1916.65,1725.97
Rajasthan,Jaipur,Jaipur APMC,Orange,Other,Local,17/02/2026,3054.05,3935.34,3462.88
Maharashtra,Mumbai,Mumbai APMC,Drumstick,Other,Local,17/02/2026,4309.8,5272.89,4842.39
Maharashtra,Nashik,Nashik APMC,Maize,Other,Local,17/02/2026,1907.06,2212.49,2090.31
Kerala,Kozhikode,Kozhikode APMC,Paddy(Common),Other,FAQ,17/02/2026,2316.11,2739.01,2561.24
Maharashtra,Mumbai,Mumbai APMC,Banana,Other,FAQ,17/02/2026,2853.09,3308.72,3049.94
Kerala,Kochi,Kochi APMC,Tea,Other,Local,17/02/2026,2610.31,3287.95,2854.71
Odisha,Bhubaneswar,Bhubaneswar APMC,Bottle gourd,Other,FAQ,17/02/2026,929.71,1213.03,1048.65
Gujarat,Vadodara,Vadodara APMC,Banana,Other,FAQ,17/02/2026,2294.77,3164.87,2677.83
Maharashtra,Nashik,Nashik APMC,Mango,Other,FAQ,17/02/2026,4076.01,4672.38,4338.65
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Tomato,Other,FAQ,17/02/2026,1532.9,1962.04,1749.17
Uttar Pradesh,Lucknow,Lucknow APMC,Onion,Other,Local,17/02/2026,2181.23,2757.24,2310.24
Gujarat,Rajkot,Rajkot APMC,Tomato,Other,Local,17/02/2026,1446.47,1772.28,1561.61
Tamil Nadu,Madurai,Madurai APMC,Coffee,Other,FAQ,17/02/2026,11959.71,14664.11,12730.57
Karnataka,Bangalore,Bangalore APMC,Bengal Gram(Gram)(Whole),Other,Local,17/02/2026,4867.25,6087.7,5645.12
Maharashtra,Nashik,Nashik APMC,Green Chilli,Other,FAQ,17/02/2026,3920.67,4603.33,4239.17
Tamil Nadu,Coimbatore,Coimbatore APMC,Pumpkin,Other,Local,17/02/2026,835.33,1078.13,929.22
Rajasthan,Ajmer,Ajmer APMC,Coriander(Leaves),Other,FAQ,17/02/2026,3208.91,4059.76,3620.72
Karnataka,Mysore,Mysore APMC,Bitter gourd,Other,FAQ,17/02/2026,3084.41,4012.51,3379.29
Andhra Pradesh,Vijayawada,Vijayawada APMC,Water Melon,Other,FAQ,17/02/2026,1165.06,1335.5,1258.66
Bihar,Muzaffarpur,Muzaffarpur APMC,Sweet Potato,Other,FAQ,17/02/2026,1352.16,1549.82,1439.28
Karnataka,Hubli,Hubli APMC,Coffee,Other,FAQ,17/02/2026,10908.64,13507.18,11806.33
Tamil Nadu,Madurai,Madurai APMC,Pumpkin,Other,FAQ,17/02/2026,837.67,956.77,884.26
Odisha,Rourkela,Rourkela APMC,Ginger(Green),Other,FAQ,17/02/2026,5755.56,7034.42,6233.7
Karnataka,Mysore,Mysore APMC,Maize,Other,FAQ,17/02/2026,1853.19,2342.52,2098.86
Andhra Pradesh,Tirupati,Tirupati APMC,Tomato,Other,FAQ,17/02/2026,1591.8,1967.85,1778.99
Punjab,Jalandhar,Jalandhar APMC,Banana,Other,Local,17/02/2026,2793.39,3526.55,3239.53
Bihar,Gaya,Gaya APMC,Carrot,Other,FAQ,17/02/2026,1857.9,2344.04,2087.83
Rajasthan,Udaipur,Udaipur APMC,Coriander(Leaves),Other,FAQ,17/02/2026,2994.64,3828.55,3435.91
Maharashtra,Mumbai,Mumbai APMC,Orange,Other,FAQ,17/02/2026,3696.92,4589.63,4091.39
Maharashtra,Kolhapur,Kolhapur APMC,Drumstick,Other,Local,17/02/2026,4516.19,5759.82,4881.18
Uttar Pradesh,Lucknow,Lucknow APMC,Water Melon,Other,FAQ,17/02/2026,929.77,1202.99,1047.37
Haryana,Panipat,Panipat APMC,Banana,Other,FAQ,17/02/2026,2248.43,2853.99,2627.21
Maharashtra,Kolhapur,Kolhapur APMC,Cauliflower,Other,Local,17/02/2026,1605.53,2084.61,1862.81
Tamil Nadu,Madurai,Madurai APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,17/02/2026,5214.07,6758.52,6089.78
West Bengal,Asansol,Asansol APMC,Carrot,Other,FAQ,17/02/2026,1914.06,2471.13,2170.6
Andhra Pradesh,Tirupati,Tirupati APMC,Bengal Gram(Gram)(Whole),Other,Local,17/02/2026,4235.8,5364.78,4678.69
Karnataka,Bangalore,Bangalore APMC,Cotton,Other,Local,17/02/2026,6340.63,7919.11,7109.36
Gujarat,Vadodara,Vadodara APMC,Tomato,Other,Local,17/02/2026,1519.29,1970.58,1739.31
Uttar Pradesh,Meerut,Meerut APMC,Carrot,Other,Local,17/02/2026,1754.95,2292.85,2004.04
Rajasthan,Kota,Kota APMC,Cotton,Other,FAQ,17/02/2026,5795.2,7296.22,6335.25
Maharashtra,Pune,Pune APMC,Sweet Potato,Other,FAQ,17/02/2026,1848.19,2337.24,2110.21
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Coffee,Other,Local,17/02/2026,9517.85,11588.47,10055.5
Himachal Pradesh,Kullu,Kullu APMC,Apple,Other,FAQ,17/02/2026,8095.35,10667.13,9069.38
Tamil Nadu,Coimbatore,Coimbatore APMC,Bitter gourd,Other,FAQ,17/02/2026,3154.62,3995.82,3459.48
Uttar Pradesh,Agra,Agra APMC,Sweet Potato,Other,FAQ,17/02/2026,1270.93,1761.13,1478.09
Uttar Pradesh,Kanpur,Kanpur APMC,Onion,Other,FAQ,17/02/2026,2180.55,2783.63,2359.18
Tamil Nadu,Salem,Salem APMC,Coffee,Other,FAQ,17/02/2026,11803.18,14957.34,12729.69
West Bengal,Howrah,Howrah APMC,Bhindi(Ladies Finger),Other,FAQ,17/02/2026,2542.39,3177.91,2776.62
Karnataka,Mysore,Mysore APMC,Coffee,Other,Local,17/02/2026,10267.83,12416.41,11712.72
Maharashtra,Kolhapur,Kolhapur APMC,Cabbage,Other,FAQ,17/02/2026,1392.8,1734.46,1535.99
West Bengal,Durgapur,Durgapur APMC,Sweet Potato,Other,FAQ,18/02/2026,1440.6,1859.8,1682.16
Bihar,Patna,Patna APMC,Cauliflower,Other,FAQ,18/02/2026,1406.4,1754.11,1579.98
Maharashtra,Pune,Pune APMC,Garlic,Other,Local,18/02/2026,7306.61,9407.96,8028.05
Punjab,Patiala,Patiala APMC,Orange,Other,Local,18/02/2026,3539.76,4331.4,3906.83
Tamil Nadu,Trichy,Trichy APMC,Bhindi(Ladies Finger),Other,FAQ,18/02/2026,2527.07,3143.03,2944.47
Andhra Pradesh,Kurnool,Kurnool APMC,Musk Melon,Other,Local,18/02/2026,1510.37,1916.2,1776.75
Tamil Nadu,Coimbatore,Coimbatore APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,18/02/2026,4768.66,5848.37,5278.07
Telangana,Warangal,Warangal APMC,Maize,Other,FAQ,18/02/2026,1890.78,2320.54,2047.18
Madhya Pradesh,Bhopal,Bhopal APMC,Orange,Other,FAQ,18/02/2026,3234.9,3839.82,3524.45
Tamil Nadu,Madurai,Madurai APMC,Coffee,Other,FAQ,18/02/2026,11529.01,15282.91,13231.16
West Bengal,Kolkata,Kolkata APMC,Lentil (Masur)(Whole),Other,FAQ,18/02/2026,4370.19,5768.26,4845.22
Karnataka,Bangalore,Bangalore APMC,Papaya,Other,FAQ,18/02/2026,1680.55,2079.15,1883.55
Karnataka,Belgaum,Belgaum APMC,Maize,Other,Local,18/02/2026,1893.89,2435.96,2185.75
Telangana,Khammam,Khammam APMC,Arhar(Tur/Red Gram)(Whole),Other,Local,18/02/2026,5140.18,6581.74,6036.76
Maharashtra,Pune,Pune APMC,Green Gram (Moong)(Whole),Other,Local,18/02/2026,7820.56,9395.87,8648.86
Tamil Nadu,Madurai,Madurai APMC,Drumstick,Other,FAQ,18/02/2026,3701.25,4420.5,4066.02
Andhra Pradesh,Tirupati,Tirupati APMC,Tapioca,Other,FAQ,18/02/2026,1194.65,1588.1,1358.67
Uttarakhand,Haldwani,Haldwani APMC,Apple,Other,FAQ,18/02/2026,7900.31,9573.82,8474.07
Uttar Pradesh,Agra,Agra APMC,Paddy(Common),Other,Local,18/02/2026,1756.44,2187.63,1998.85
Rajasthan,Jodhpur,Jodhpur APMC,Moth Beans,Other,FAQ,18/02/2026,4253.68,5268.5,4617.68
Karnataka,Bangalore,Bangalore APMC,Bhindi(Ladies Finger),Other,Local,18/02/2026,2773.19,3411.25,3135.08
West Bengal,Durgapur,Durgapur APMC,Papaya,Other,Local,18/02/2026,1941.45,2220.67,2092.54
Uttar Pradesh,Agra,Agra APMC,Bottle gourd,Other,FAQ,18/02/2026,1157.4,1517.15,1272.88
West Bengal,Siliguri,Siliguri APMC,Sweet Potato,Other,Local,18/02/2026,1666.11,2056.32,1894.12
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Tomato,Other,FAQ,18/02/2026,1686.25,2065.16,1883.07
Uttar Pradesh,Kanpur,Kanpur APMC,Pumpkin,Other,FAQ,18/02/2026,776.0,923.75,835.66
Kerala,Thrissur,Thrissur APMC,Tapioca,Other,FAQ,18/02/2026,1434.46,1749.51,1536.68
Kerala,Kollam,Kollam APMC,Paddy(Common),Other,Local,18/02/2026,1825.27,2298.08,2131.6
Assam,Guwahati,Guwahati APMC,Jute,Other,FAQ,18/02/2026,3640.56,4629.39,4082.7
Uttar Pradesh,Agra,Agra APMC,Bhindi(Ladies Finger),Other,FAQ,18/02/2026,2688.65,3151.11,2880.38
Andhra Pradesh,Vijayawada,Vijayawada APMC,Tomato,Other,FAQ,18/02/2026,1745.91,2049.63,1876.17
Karnataka,Hubli,Hubli APMC,Pumpkin,Other,FAQ,18/02/2026,809.8,1057.08,904.12
Karnataka,Mangalore,Mangalore APMC,Bottle gourd,Other,FAQ,18/02/2026,1029.83,1341.3,1196.71
Gujarat,Jamnagar,Jamnagar APMC,Papaya,Other,FAQ,18/02/2026,2158.08,2810.83,2527.61
Bihar,Muzaffarpur,Muzaffarpur APMC,Brinjal,Other,FAQ,18/02/2026,1786.23,2164.69,1985.89
Bihar,Gaya,Gaya APMC,Carrot,Other,Local,18/02/2026,1966.1,2327.49,2201.61
Bihar,Patna,Patna APMC,Pumpkin,Other,FAQ,18/02/2026,808.69,1094.99,951.39
Karnataka,Mysore,Mysore APMC,Tapioca,Other,FAQ,18/02/2026,1307.53,1577.0,1417.0
Madhya Pradesh,Bhopal,Bhopal APMC,Lentil (Masur)(Whole),Other,Local,18/02/2026,4441.47,5010.63,4721.55
Tamil Nadu,Chennai,Chennai APMC,Tomato,Other,FAQ,18/02/2026,1698.39,1929.53,1789.81
Bihar,Darbhanga,Darbhanga APMC,Brinjal,Other,FAQ,18/02/2026,1551.01,1991.74,1818.03
Gujarat,Surat,Surat APMC,Papaya,Other,FAQ,18/02/2026,1782.45,2184.57,1927.76
Punjab,Bathinda,Bathinda APMC,Carrot,Other,Local,18/02/2026,2295.77,2955.68,2669.29
Madhya Pradesh,Jabalpur,Jabalpur APMC,Orange,Other,FAQ,18/02/2026,2618.3,3142.72,2806.83
Bihar,Darbhanga,Darbhanga APMC,Maize,Other,FAQ,18/02/2026,1555.55,2059.46,1766.84
Bihar,Bhagalpur,Bhagalpur APMC,Bitter gourd,Other,FAQ,18/02/2026,2996.85,3701.37,3264.89
Punjab,Ludhiana,Ludhiana APMC,Paddy(Common),Other,Local,18/02/2026,2210.8,2543.88,2394.82
Karnataka,Mangalore,Mangalore APMC,Drumstick,Other,Local,18/02/2026,4560.95,5938.51,4985.39
Tamil Nadu,Coimbatore,Coimbatore APMC,Carrot,Other,FAQ,18/02/2026,2178.46,2645.14,2376.34
Uttar Pradesh,Lucknow,Lucknow APMC,Bottle gourd,Other,FAQ,18/02/2026,1157.3,1436.33,1246.47
Uttar Pradesh,Varanasi,Varanasi APMC,Carrot,Other,FAQ,18/02/2026,2025.58,2538.87,2219.06
Uttar Pradesh,Agra,Agra APMC,Pumpkin,Other,Local,18/02/2026,889.78,1181.86,1025.76
Telangana,Hyderabad,Hyderabad APMC,Maize,Other,Local,18/02/2026,1921.2,2547.62,2156.36
Gujarat,Vadodara,Vadodara APMC,Garlic,Other,FAQ,18/02/2026,8148.05,9579.64,8770.79
Odisha,Cuttack,Cuttack APMC,Brinjal,Other,FAQ,18/02/2026,1438.76,1860.38,1635.5
Andhra Pradesh,Kurnool,Kurnool APMC,Green Chilli,Other,Local,18/02/2026,4165.63,5155.44,4737.37
Odisha,Sambalpur,Sambalpur APMC,Paddy(Common),Other,FAQ,18/02/2026,1797.54,2222.12,2067.21
Andhra Pradesh,Kurnool,Kurnool APMC,Brinjal,Other,FAQ,18/02/2026,1538.48,1885.37,1713.07
Kerala,Thrissur,Thrissur APMC,Coffee,Other,FAQ,18/02/2026,13403.21,17114.92,14607.73
Tamil Nadu,Salem,Salem APMC,Brinjal,Other,FAQ,18/02/2026,1818.6,2257.86,2025.57
Tamil Nadu,Madurai,Madurai APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,18/02/2026,4966.7,6209.54,5455.19
Maharashtra,Nagpur,Nagpur APMC,Tomato,Other,FAQ,18/02/2026,1480.32,1934.6,1632.24
Tamil Nadu,Trichy,Trichy APMC,Cauliflower,Other,Local,18/02/2026,1720.05,2013.78,1820.13
Maharashtra,Pune,Pune APMC,Onion,Other,FAQ,18/02/2026,1821.95,2352.25,2085.19
Punjab,Jalandhar,Jalandhar APMC,Tomato,Other,FAQ,18/02/2026,1588.01,2035.59,1699.23
Rajasthan,Jaipur,Jaipur APMC,Moth Beans,Other,Local,18/02/2026,4639.48,6049.01,5042.85
Tamil Nadu,Trichy,Trichy APMC,Coffee,Other,FAQ,18/02/2026,10025.58,11853.46,10603.26
West Bengal,Asansol,Asansol APMC,Pumpkin,Other,FAQ,18/02/2026,795.8,981.69,898.38
Haryana,Karnal,Karnal APMC,Banana,Other,FAQ,18/02/2026,2801.59,3416.54,3211.4
Punjab,Amritsar,Amritsar APMC,Banana,Other,FAQ,18/02/2026,2400.27,3136.63,2785.47
Kerala,Thrissur,Thrissur APMC,Papaya,Other,FAQ,18/02/2026,2203.49,2761.2,2369.42
Punjab,Patiala,Patiala APMC,Wheat,Other,FAQ,18/02/2026,2285.49,2628.39,2432.37
Uttar Pradesh,Meerut,Meerut APMC,Cabbage,Other,FAQ,18/02/2026,1320.42,1702.09,1436.03
Maharashtra,Nashik,Nashik APMC,Mango,Other,Local,18/02/2026,4540.97,5438.78,5154.46
Bihar,Darbhanga,Darbhanga APMC,Banana,Other,Local,18/02/2026,1931.5,2305.82,2176.45
Tamil Nadu,Coimbatore,Coimbatore APMC,Tomato,Other,FAQ,18/02/2026,1509.7,1990.21,1760.5
Kerala,Kollam,Kollam APMC,Coffee,Other,FAQ,18/02/2026,12131.06,15115.69,13441.0
Bihar,Bhagalpur,Bhagalpur APMC,Cauliflower,Other,Local,18/02/2026,1282.67,1629.3,1490.34
Karnataka,Belgaum,Belgaum APMC,Green Gram (Moong)(Whole),Other,FAQ,18/02/2026,6024.58,8044.29,6944.08
Karnataka,Bangalore,Bangalore APMC,Pomegranate,Other,FAQ,18/02/2026,6091.07,7787.16,6528.45
Rajasthan,Udaipur,Udaipur APMC,Wheat,Other,FAQ,18/02/2026,1736.41,2178.44,2037.14
Gujarat,Jamnagar,Jamnagar APMC,Garlic,Other,Local,18/02/2026,7879.82,9630.36,8531.04
Punjab,Patiala,Patiala APMC,Tomato,Other,FAQ,18/02/2026,1875.53,2381.51,2130.75
Karnataka,Belgaum,Belgaum APMC,Grapes,Other,FAQ,18/02/2026,5018.74,6060.14,5511.13
Karnataka,Belgaum,Belgaum APMC,Drumstick,Other,FAQ,18/02/2026,4288.62,5344.98,4986.81
Assam,Silchar,Silchar APMC,Tea,Other,Local,18/02/2026,2126.11,2618.45,2342.43
West Bengal,Howrah,Howrah APMC,Papaya,Other,FAQ,18/02/2026,1671.86,2076.39,1905.98
Maharashtra,Nashik,Nashik APMC,Cauliflower,Other,FAQ,18/02/2026,1586.23,1931.83,1834.76
Gujarat,Vadodara,Vadodara APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,18/02/2026,6320.08,7892.16,6770.6
Uttar Pradesh,Varanasi,Varanasi APMC,Maize,Other,FAQ,18/02/2026,1756.48,1992.69,1855.37
Gujarat,Jamnagar,Jamnagar APMC,Drumstick,Other,FAQ,18/02/2026,3459.68,4336.74,3994.87
Karnataka,Mysore,Mysore APMC,Maize,Other,FAQ,18/02/2026,2079.2,2394.5,2216.05
Assam,Dibrugarh,Dibrugarh APMC,Jute,Other,FAQ,18/02/2026,3649.33,4862.13,4245.06
West Bengal,Siliguri,Siliguri APMC,Jute,Other,FAQ,18/02/2026,4132.51,4747.86,4487.72
Kerala,Thiruvananthapuram,Thiruvananthapuram APMC,Banana,Other,FAQ,18/02/2026,2560.56,3232.69,2987.53
Karnataka,Belgaum,Belgaum APMC,Bhindi(Ladies Finger),Other,Local,18/02/2026,2692.85,3486.98,3163.0
Assam,Silchar,Silchar APMC,Jute,Other,Local,18/02/2026,4548.06,6158.19,5213.2
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,18/02/2026,4288.4,5523.62,5020.96
Bihar,Muzaffarpur,Muzaffarpur APMC,Cabbage,Other,FAQ,18/02/2026,1090.06,1352.73,1248.29
Bihar,Bhagalpur,Bhagalpur APMC,Brinjal,Other,FAQ,18/02/2026,1685.67,2115.82,1886.41
Rajasthan,Jodhpur,Jodhpur APMC,Mustard,Other,FAQ,18/02/2026,4294.92,5141.82,4723.43
Karnataka,Mysore,Mysore APMC,Grapes,Other,Local,18/02/2026,5099.93,6107.02,5778.41
West Bengal,Kolkata,Kolkata APMC,Papaya,Other,FAQ,18/02/2026,2039.81,2446.19,2166.66
Uttar Pradesh,Meerut,Meerut APMC,Tomato,Other,FAQ,18/02/2026,1302.72,1587.25,1505.26
Andhra Pradesh,Vijayawada,Vijayawada APMC,Green Gram (Moong)(Whole),Other,Local,18/02/2026,6948.58,9159.69,8074.79
Maharashtra,Nashik,Nashik APMC,Orange,Other,FAQ,18/02/2026,3373.64,4046.93,3672.74
Karnataka,Bangalore,Bangalore APMC,Drumstick,Other,FAQ,18/02/2026,4735.81,5971.78,4985.12
Bihar,Gaya,Gaya APMC,Jute,Other,Local,18/02/2026,4334.86,5319.31,4789.51
Kerala,Thiruvananthapuram,Thiruvananthapuram APMC,Papaya,Other,Local,18/02/2026,2550.41,2971.29,2714.51
Tamil Nadu,Coimbatore,Coimbatore APMC,Brinjal,Other,FAQ,18/02/2026,2164.48,2572.91,2330.72
Karnataka,Bangalore,Bangalore APMC,Maize,Other,Local,18/02/2026,1725.11,2289.65,1946.07
Uttar Pradesh,Varanasi,Varanasi APMC,Garlic,Other,FAQ,18/02/2026,6916.17,8785.59,7601.01
West Bengal,Asansol,Asansol APMC,Sweet Potato,Other,FAQ,18/02/2026,1459.43,2020.47,1709.8
Telangana,Hyderabad,Hyderabad APMC,Green Chilli,Other,FAQ,18/02/2026,3971.82,4892.29,4657.59
Karnataka,Mangalore,Mangalore APMC,Grapes,Other,Local,18/02/2026,5588.48,6553.01,5950.99
Karnataka,Hubli,Hubli APMC,Carrot,Other,FAQ,18/02/2026,2089.2,2640.71,2322.5
Maharashtra,Mumbai,Mumbai APMC,Water Melon,Other,FAQ,18/02/2026,1197.01,1520.11,1353.26
Uttar Pradesh,Kanpur,Kanpur APMC,Sweet Potato,Other,Local,18/02/2026,1720.5,1976.31,1817.0
Punjab,Amritsar,Amritsar APMC,Wheat,Other,FAQ,18/02/2026,2390.92,2995.57,2810.29
Uttar Pradesh,Meerut,Meerut APMC,Paddy(Common),Other,FAQ,18/02/2026,1818.13,2106.71,1993.37
Bihar,Muzaffarpur,Muzaffarpur APMC,Bitter gourd,Other,FAQ,18/02/2026,2968.49,3550.31,3234.18
Telangana,Warangal,Warangal APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,18/02/2026,6380.61,7641.6,7059.68
Maharashtra,Pune,Pune APMC,Tomato,Other,FAQ,18/02/2026,1513.38,1876.02,1656.18
Tamil Nadu,Madurai,Madurai APMC,Mango,Other,Local,18/02/2026,4234.94,5004.76,4589.92
Rajasthan,Udaipur,Udaipur APMC,Mustard,Other,FAQ,18/02/2026,4198.48,5151.18,4854.68
Bihar,Patna,Patna APMC,Brinjal,Other,FAQ,18/02/2026,1714.9,2178.28,1920.69
Tamil Nadu,Madurai,Madurai APMC,Brinjal,Other,FAQ,18/02/2026,1762.75,2200.07,2006.42
Gujarat,Vadodara,Vadodara APMC,Papaya,Other,FAQ,18/02/2026,2185.33,2589.86,2327.87
Bihar,Bhagalpur,Bhagalpur APMC,Jute,Other,Local,18/02/2026,4361.53,5754.25,4834.16
Uttar Pradesh,Agra,Agra APMC,Tomato,Other,FAQ,18/02/2026,1548.94,1757.82,1662.05
Maharashtra,Nagpur,Nagpur APMC,Mango,Other,Local,18/02/2026,4145.58,5140.81,4380.13
Tamil Nadu,Chennai,Chennai APMC,Coffee,Other,FAQ,18/02/2026,11672.39,15104.21,13000.44
Assam,Jorhat,Jorhat APMC,Tea,Other,Local,18/02/2026,2354.17,2962.73,2521.36
Haryana,Hisar,Hisar APMC,Carrot,Other,FAQ,18/02/2026,2258.36,2595.22,2408.59
Rajasthan,Jodhpur,Jodhpur APMC,Wheat,Other,FAQ,18/02/2026,2066.21,2763.99,2327.96
Uttar Pradesh,Kanpur,Kanpur APMC,Tomato,Other,FAQ,18/02/2026,1698.61,2102.55,1833.79
Tamil Nadu,Coimbatore,Coimbatore APMC,Coffee,Other,FAQ,18/02/2026,10428.81,13167.18,11164.74
West Bengal,Siliguri,Siliguri APMC,Papaya,Other,Local,18/02/2026,2177.78,2545.19,2340.23
Assam,Silchar,Silchar APMC,Paddy(Common),Other,Local,18/02/2026,1921.95,2499.16,2086.88
Maharashtra,Kolhapur,Kolhapur APMC,Green Gram (Moong)(Whole),Other,Local,18/02/2026,6134.22,7090.35,6644.19
Tamil Nadu,Salem,Salem APMC,Green Chilli,Other,FAQ,18/02/2026,4244.88,5263.22,4620.12
Haryana,Karnal,Karnal APMC,Musk Melon,Other,FAQ,18/02/2026,1567.4,2021.83,1773.84
Uttar Pradesh,Lucknow,Lucknow APMC,Maize,Other,Local,18/02/2026,2109.36,2477.69,2232.91
Uttar Pradesh,Varanasi,Varanasi APMC,Tomato,Other,Local,18/02/2026,1643.11,1944.2,1788.99
Himachal Pradesh,Shimla,Shimla APMC,Apple,Other,FAQ,18/02/2026,8570.29,10931.98,9625.33
Kerala,Kollam,Kollam APMC,Tapioca,Other,FAQ,18/02/2026,1684.37,2121.89,1784.73
Uttar Pradesh,Varanasi,Varanasi APMC,Pumpkin,Other,FAQ,18/02/2026,839.03,1071.6,946.0
Gujarat,Rajkot,Rajkot APMC,Cauliflower,Other,Local,18/02/2026,1640.27,2049.68,1827.8
Odisha,Berhampur,Berhampur APMC,Brinjal,Other,FAQ,18/02/2026,1591.98,2176.69,1829.6
Andhra Pradesh,Tirupati,Tirupati APMC,Tomato,Other,FAQ,18/02/2026,1704.27,2017.94,1909.92
Telangana,Hyderabad,Hyderabad APMC,Arhar(Tur/Red Gram)(Whole),Other,FAQ,18/02/2026,5076.5,6049.61,5746.92
Assam,Guwahati,Guwahati APMC,Paddy(Common),Other,FAQ,18/02/2026,2070.34,2534.18,2186.25
Uttar Pradesh,Agra,Agra APMC,Garlic,Other,FAQ,18/02/2026,6132.35,7785.82,6748.1
Andhra Pradesh,Vijayawada,Vijayawada APMC,Black Gram (Urd Beans)(Whole),Other,FAQ,18/02/2026,5088.87,6330.19,5978.47
Tamil Nadu,Trichy,Trichy APMC,Drumstick,Other,FAQ,18/02/2026,3664.81,4316.23,3954.04
Bihar,Gaya,Gaya APMC,Cabbage,Other,FAQ,18/02/2026,1091.52,1396.71,1223.77
Maharashtra,Nagpur,Nagpur APMC,Green Gram (Moong)(Whole),Other,Local,18/02/2026,6375.52,7482.65,6794.11
Telangana,Khammam,Khammam APMC,Maize,Other,Local,18/02/2026,1648.25,2157.07,1892.39
Kerala,Kochi,Kochi APMC,Papaya,Other,FAQ,18/02/2026,2530.69,2915.9,2770.34
West Bengal,Kolkata,Kolkata APMC,Paddy(Common),Other,Local,18/02/2026,1917.41,2468.36,2236.3
Odisha,Sambalpur,Sambalpur APMC,Pumpkin,Other,FAQ,18/02/2026,833.96,1013.19,891.39
Karnataka,Belgaum,Belgaum APMC,Bottle gourd,Other,FAQ,18/02/2026,913.74,1137.72,1060.63
Tamil Nadu,Salem,Salem APMC,Coffee,Other,FAQ,18/02/2026,10250.41,12089.0,10988.38
Karnataka,Hubli,Hubli APMC,Bhindi(Ladies Finger),Other,FAQ,18/02/2026,2355.66,3013.08,2578.06
Odisha,Sambalpur,Sambalpur APMC,Brinjal,Other,FAQ,18/02/2026,1658.69,2187.89,1824.24
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Mango,Other,FAQ,18/02/2026,4464.1,5513.53,5000.87
Odisha,Bhubaneswar,Bhubaneswar APMC,Pumpkin,Other,FAQ,18/02/2026,795.78,1041.12,920.96
Karnataka,Hubli,Hubli APMC,Maize,Other,FAQ,18/02/2026,1735.38,1925.15,1827.0
