n_soil,p_soil,k_soil,temperature,humidity,ph,rainfall,state,crop,yield_t_ha
92.5,48.4,55.6,30.5,56.1,7.11,499.1,Rajasthan,kidneybeans,0.72
61.4,51.2,46.5,27.7,32.5,6.41,200.0,Rajasthan,kidneybeans,0.72
40.2,29.5,34.3,32.5,58.3,6.75,594.9,Rajasthan,kidneybeans,0.72
73.1,10.0,40.1,24.6,54.1,5.45,472.9,Rajasthan,kidneybeans,0.72
71.0,26.6,49.6,31.5,53.0,6.85,446.1,Rajasthan,pigeonpeas,0.72
63.0,40.1,39.9,28.0,40.1,6.33,441.2,Rajasthan,pigeonpeas,0.72
45.3,50.2,28.3,29.5,59.3,6.95,682.4,Rajasthan,pigeonpeas,0.72
48.2,49.4,29.4,29.2,48.5,6.21,445.7,Rajasthan,pigeonpeas,0.72
50.1,28.2,48.6,29.5,51.6,6.58,508.2,Rajasthan,pigeonpeas,0.72
61.9,36.3,54.2,32.3,50.1,6.28,482.2,Rajasthan,pigeonpeas,0.72
68.4,58.0,26.3,32.0,59.0,5.76,472.8,Rajasthan,pigeonpeas,0.72
38.7,45.2,36.4,29.6,46.7,6.86,534.4,Rajasthan,pigeonpeas,0.72
64.6,41.9,45.7,29.2,63.6,5.88,241.1,Rajasthan,pigeonpeas,0.72
23.8,15.0,46.7,31.7,59.7,5.97,611.8,Rajasthan,pigeonpeas,0.72
61.1,42.0,46.3,27.7,70.7,7.17,420.2,Rajasthan,mothbeans,0.36
38.2,38.9,41.8,33.2,40.7,6.64,270.6,Rajasthan,mothbeans,0.36
68.7,38.7,59.4,25.4,61.0,5.65,300.9,Rajasthan,mothbeans,0.36
26.5,43.0,28.3,26.0,51.6,6.73,506.0,Rajasthan,mothbeans,0.36
56.8,61.9,41.5,32.4,51.1,5.95,582.5,Rajasthan,mothbeans,0.36
46.9,38.9,43.1,24.2,37.1,6.95,400.4,Rajasthan,mothbeans,0.36
47.7,42.0,36.1,31.3,49.6,6.6,394.7,Rajasthan,mothbeans,0.36
63.9,53.3,34.3,32.7,49.6,6.87,519.3,Rajasthan,mothbeans,0.36
59.3,44.2,52.1,30.7,53.8,6.32,735.6,Rajasthan,mothbeans,0.36
72.8,40.9,38.8,32.9,45.2,5.61,510.9,Rajasthan,mothbeans,0.36
34.5,60.9,34.1,30.1,54.2,6.37,577.5,Rajasthan,mungbean,0.55
24.3,55.1,40.8,32.4,48.4,7.46,572.6,Rajasthan,mungbean,0.55
27.0,37.4,34.2,30.3,43.7,6.35,475.1,Rajasthan,mungbean,0.55
25.4,27.4,33.9,28.9,49.8,7.02,807.9,Rajasthan,mungbean,0.55
30.4,32.7,32.2,31.8,53.9,6.99,485.4,Rajasthan,mungbean,0.55
22.1,62.5,35.5,26.9,61.8,5.75,200.0,Rajasthan,mungbean,0.55
31.2,54.1,38.3,26.1,49.5,6.36,419.4,Rajasthan,mungbean,0.55
36.3,34.5,37.5,33.6,53.1,7.12,584.6,Rajasthan,mungbean,0.55
28.4,48.7,39.9,28.8,39.6,6.98,674.3,Rajasthan,mungbean,0.55
27.0,39.5,22.5,30.3,39.2,5.76,496.9,Rajasthan,mungbean,0.55
44.7,44.1,38.4,28.2,36.4,6.07,377.6,Rajasthan,blackgram,0.54
35.5,36.1,28.5,29.5,51.9,6.09,563.8,Rajasthan,blackgram,0.54
32.8,26.7,38.9,32.1,56.9,7.31,443.5,Rajasthan,blackgram,0.54
57.4,27.6,27.5,30.7,43.8,7.12,280.6,Rajasthan,blackgram,0.54
69.7,27.9,31.8,31.6,44.6,6.24,378.2,Rajasthan,blackgram,0.54
95.7,32.6,40.5,29.4,51.8,6.19,469.9,Rajasthan,blackgram,0.54
67.9,29.6,50.9,33.6,54.9,6.53,200.0,Rajasthan,blackgram,0.54
68.5,35.3,37.5,24.3,53.9,5.78,517.8,Rajasthan,blackgram,0.54
78.1,34.4,52.2,27.8,54.8,5.85,654.7,Rajasthan,blackgram,0.54
77.5,45.6,36.1,25.8,46.9,7.06,519.5,Rajasthan,blackgram,0.54
12.6,33.8,45.0,31.5,40.1,5.62,406.2,Rajasthan,lentil,0.72
10.2,43.4,54.6,25.2,48.5,7.16,612.4,Rajasthan,lentil,0.72
23.8,43.5,25.8,29.2,51.9,7.05,407.0,Rajasthan,lentil,0.72
23.5,35.5,36.8,32.4,55.0,5.91,522.0,Rajasthan,lentil,0.72
19.6,55.1,33.7,25.4,48.2,6.73,536.6,Rajasthan,lentil,0.72
20.9,39.1,27.1,28.8,43.2,6.99,364.8,Rajasthan,lentil,0.72
26.0,45.5,42.6,33.3,55.6,6.68,342.7,Rajasthan,lentil,0.72
16.4,36.5,41.0,30.2,56.9,7.0,391.1,Rajasthan,lentil,0.72
25.3,44.9,32.4,28.4,59.5,6.53,502.0,Rajasthan,lentil,0.72
18.6,51.8,27.0,31.4,53.9,6.29,547.6,Rajasthan,lentil,0.72
63.7,39.5,40.1,30.2,51.0,6.53,334.4,Rajasthan,pomegranate,9.0
57.0,43.2,41.0,32.9,55.0,6.06,475.0,Rajasthan,pomegranate,9.0
53.8,39.9,40.0,31.8,51.4,7.12,536.2,Rajasthan,pomegranate,9.0
43.4,34.4,46.0,25.2,39.2,6.51,642.6,Rajasthan,pomegranate,9.0
86.1,37.4,50.6,30.2,37.7,6.5,407.2,Rajasthan,pomegranate,9.0
78.4,39.7,27.2,25.5,49.8,5.29,422.3,Rajasthan,pomegranate,9.0
64.6,27.3,49.9,33.6,41.9,6.35,649.2,Rajasthan,pomegranate,9.0
60.0,23.3,38.6,27.4,58.9,6.8,452.9,Rajasthan,pomegranate,9.0
62.8,24.3,32.5,34.7,50.4,6.97,534.8,Rajasthan,pomegranate,9.0
86.3,16.0,38.1,34.9,57.6,7.16,499.0,Rajasthan,pomegranate,9.0
49.3,27.7,29.0,32.4,54.1,6.47,576.2,Rajasthan,banana,31.5
62.8,51.5,49.5,26.8,52.2,5.67,520.0,Rajasthan,banana,31.5
72.1,24.2,35.8,30.0,51.9,6.36,324.2,Rajasthan,banana,31.5
58.9,20.2,37.7,28.7,48.9,6.22,273.8,Rajasthan,banana,31.5
52.7,51.2,52.6,37.3,63.5,5.9,438.7,Rajasthan,banana,31.5
59.5,39.0,40.7,37.2,41.3,6.14,746.6,Rajasthan,banana,31.5
47.7,44.7,50.3,31.5,51.5,6.97,366.0,Rajasthan,banana,31.5
50.1,46.4,19.3,34.2,52.4,6.58,255.4,Rajasthan,banana,31.5
34.3,35.2,48.1,23.8,56.3,6.32,466.5,Rajasthan,banana,31.5
65.1,43.2,32.9,31.9,31.4,6.27,523.1,Rajasthan,banana,31.5
53.1,18.1,47.6,26.3,49.5,6.58,503.0,Rajasthan,mango,7.2
83.4,39.4,44.3,29.8,54.9,7.2,520.6,Rajasthan,mango,7.2
75.6,57.5,53.6,28.8,58.3,6.62,667.6,Rajasthan,mango,7.2
71.4,43.3,44.3,30.8,52.4,6.42,462.2,Rajasthan,mango,7.2
95.3,45.7,34.3,29.2,58.5,6.13,277.7,Rajasthan,mango,7.2
31.8,19.3,27.0,26.5,61.1,6.48,445.5,Rajasthan,mango,7.2
31.1,38.3,22.6,28.9,66.5,6.83,468.5,Rajasthan,mango,7.2
74.0,33.7,32.0,35.1,40.9,6.32,545.9,Rajasthan,mango,7.2
41.3,47.8,36.9,32.0,54.7,6.38,756.6,Rajasthan,mango,7.2
46.7,56.2,51.7,35.3,51.4,6.11,811.5,Rajasthan,mango,7.2
53.3,30.2,38.1,27.1,54.2,6.2,456.9,Rajasthan,grapes,18.0
79.4,47.5,40.2,30.5,50.1,6.28,499.6,Rajasthan,grapes,18.0
69.8,38.5,44.2,27.5,45.2,6.13,415.2,Rajasthan,grapes,18.0
85.7,48.7,29.2,31.3,46.9,6.16,277.1,Rajasthan,grapes,18.0
79.4,23.6,39.5,27.2,56.2,6.33,479.8,Rajasthan,grapes,18.0
58.0,43.6,40.1,29.9,45.9,5.71,332.2,Rajasthan,grapes,18.0
74.4,36.3,33.4,25.8,36.2,6.15,633.2,Rajasthan,grapes,18.0
48.9,44.8,34.0,31.9,47.2,5.88,459.7,Rajasthan,grapes,18.0
96.7,61.5,44.9,29.6,52.4,6.66,494.0,Rajasthan,grapes,18.0
68.8,42.5,36.8,26.4,46.3,6.9,495.3,Rajasthan,grapes,18.0
66.0,36.6,29.4,29.3,41.8,5.96,680.8,Rajasthan,watermelon,22.5
51.6,31.1,56.2,32.4,47.0,6.71,464.6,Rajasthan,watermelon,22.5
46.1,45.7,36.8,30.2,58.2,6.96,417.5,Rajasthan,watermelon,22.5
69.7,26.5,44.5,30.4,53.0,6.35,812.6,Rajasthan,watermelon,22.5
42.0,51.7,29.7,31.5,54.6,6.53,425.7,Rajasthan,watermelon,22.5
62.8,43.2,57.9,27.4,45.6,6.64,461.6,Rajasthan,watermelon,22.5
58.0,52.8,11.8,28.2,36.1,5.9,860.7,Rajasthan,watermelon,22.5
72.0,51.4,39.2,32.3,35.9,7.02,377.0,Rajasthan,watermelon,22.5
49.4,46.1,43.2,30.3,39.1,6.55,644.1,Rajasthan,watermelon,22.5
49.4,55.8,31.3,30.0,62.3,6.16,658.1,Rajasthan,watermelon,22.5
99.5,42.1,34.7,27.7,60.4,7.14,717.4,Rajasthan,muskmelon,10.8
59.3,52.5,39.5,27.4,59.0,7.32,346.9,Rajasthan,muskmelon,10.8
39.2,40.5,49.6,26.6,51.8,6.2,605.1,Rajasthan,muskmelon,10.8
44.0,49.3,38.4,27.2,50.5,5.53,416.1,Rajasthan,muskmelon,10.8
66.7,18.7,14.3,23.0,60.6,6.46,420.1,Rajasthan,muskmelon,10.8
78.9,35.1,42.7,30.1,46.2,6.65,616.0,Rajasthan,muskmelon,10.8
56.3,34.5,36.6,23.1,52.3,5.9,594.5,Rajasthan,muskmelon,10.8
58.2,41.3,47.0,27.2,53.0,6.63,472.3,Rajasthan,muskmelon,10.8
41.4,47.1,47.0,30.3,41.4,6.24,491.0,Rajasthan,muskmelon,10.8
73.8,21.0,34.4,28.8,49.3,5.85,467.4,Rajasthan,muskmelon,10.8
53.8,27.5,38.8,28.4,54.0,6.06,513.5,Rajasthan,apple,10.8
43.8,32.8,43.0,30.7,46.7,6.37,282.0,Rajasthan,apple,10.8
88.1,48.2,46.5,25.2,45.2,6.33,210.3,Rajasthan,apple,10.8
77.8,57.4,60.6,26.9,50.9,7.16,462.0,Rajasthan,apple,10.8
48.7,17.6,51.3,29.9,44.2,6.64,523.0,Rajasthan,apple,10.8
63.4,37.4,56.2,29.6,63.0,6.78,552.7,Rajasthan,apple,10.8
57.7,51.7,41.1,27.2,42.3,6.71,363.9,Rajasthan,apple,10.8
58.8,52.7,43.0,27.8,61.3,6.77,652.7,Rajasthan,apple,10.8
14.6,44.0,48.4,35.1,38.3,7.1,746.7,Rajasthan,apple,10.8
19.7,45.7,46.2,29.0,46.1,6.83,407.8,Rajasthan,apple,10.8
55.7,49.7,57.5,31.6,51.1,6.24,348.4,Rajasthan,orange,9.0
82.2,38.2,51.5,29.0,44.8,6.71,488.5,Rajasthan,orange,9.0
35.9,61.8,33.7,32.8,56.7,5.87,349.6,Rajasthan,orange,9.0
54.0,29.6,57.3,29.4,57.1,6.76,539.6,Rajasthan,orange,9.0
60.8,54.8,31.7,35.2,39.7,6.89,289.2,Rajasthan,orange,9.0
53.7,41.1,35.1,29.5,38.9,6.01,574.7,Rajasthan,orange,9.0
60.6,31.7,53.2,26.3,47.1,6.25,592.3,Rajasthan,orange,9.0
61.0,38.7,21.6,32.6,48.3,6.56,387.7,Rajasthan,orange,9.0
41.9,58.0,22.3,26.8,61.8,6.82,451.2,Rajasthan,orange,9.0
84.9,45.4,42.3,30.7,53.7,6.75,829.4,Rajasthan,orange,9.0
56.1,38.0,27.6,29.8,64.9,6.99,418.4,Rajasthan,papaya,36.0
60.6,24.4,30.3,30.4,46.0,5.98,573.5,Rajasthan,papaya,36.0
58.4,21.2,19.2,28.3,37.3,5.57,669.3,Rajasthan,papaya,36.0
58.0,36.8,38.1,26.6,53.3,6.43,386.4,Rajasthan,papaya,36.0
47.8,25.3,35.9,29.3,46.5,6.53,488.2,Rajasthan,papaya,36.0
64.6,51.3,45.9,32.9,43.2,6.25,598.0,Rajasthan,papaya,36.0
73.4,31.9,46.1,27.2,53.8,6.49,292.3,Rajasthan,papaya,36.0
51.3,66.2,42.0,36.9,38.4,6.88,200.0,Rajasthan,papaya,36.0
60.0,47.6,48.4,27.6,58.3,6.23,475.4,Rajasthan,papaya,36.0
51.3,26.4,55.7,30.1,58.7,7.02,354.8,Rajasthan,papaya,36.0
84.3,46.0,29.6,31.3,41.8,7.3,622.1,Rajasthan,coconut,9.0
58.6,55.2,24.2,27.8,48.0,7.62,339.4,Rajasthan,coconut,9.0
25.9,22.7,49.1,28.2,48.7,6.88,476.3,Rajasthan,coconut,9.0
64.1,46.4,35.7,29.5,51.9,6.93,381.1,Rajasthan,coconut,9.0
0.0,48.2,49.3,30.6,52.1,6.22,575.0,Rajasthan,coconut,9.0
77.1,40.7,64.9,25.3,51.3,5.91,632.0,Rajasthan,coconut,9.0
28.4,24.0,33.7,30.8,45.2,6.21,472.9,Rajasthan,coconut,9.0
55.2,57.8,46.9,29.0,66.8,6.75,354.7,Rajasthan,coconut,9.0
65.1,46.4,33.1,26.8,50.7,6.32,721.9,Rajasthan,coconut,9.0
74.8,32.3,44.3,33.8,38.8,5.99,498.3,Rajasthan,coconut,9.0
60.7,39.4,36.9,29.0,53.1,7.57,427.9,Rajasthan,cotton,1.95
108.8,63.5,53.3,31.9,66.1,6.85,375.1,Rajasthan,cotton,1.95
49.5,28.0,41.2,30.9,51.6,6.99,520.0,Rajasthan,cotton,1.95
94.7,47.4,49.2,30.6,37.1,6.09,812.4,Rajasthan,cotton,1.95
49.4,32.6,42.5,31.7,55.4,7.89,725.1,Rajasthan,cotton,1.95
43.8,51.6,36.2,29.6,41.2,6.15,495.3,Rajasthan,cotton,1.95
40.9,51.1,37.2,30.9,60.9,6.26,391.3,Rajasthan,cotton,1.95
63.6,43.8,51.0,32.6,50.8,7.15,549.7,Rajasthan,cotton,1.95
30.6,38.1,42.5,31.4,42.6,6.37,464.8,Rajasthan,cotton,1.95
99.3,30.2,51.7,34.8,50.4,6.66,576.9,Rajasthan,cotton,1.95
63.9,29.7,33.4,31.4,57.5,6.34,489.6,Rajasthan,jute,1.98
73.4,37.9,37.0,27.7,43.8,7.83,470.6,Rajasthan,jute,1.98
87.3,60.2,38.2,31.1,50.8,5.69,267.2,Rajasthan,jute,1.98
61.0,34.9,58.9,29.3,65.6,6.26,786.8,Rajasthan,jute,1.98
70.1,46.8,34.9,31.7,63.5,6.43,449.1,Rajasthan,jute,1.98
55.1,59.4,48.6,34.3,52.5,6.52,563.6,Rajasthan,jute,1.98
81.4,37.0,53.7,31.1,30.7,6.94,309.2,Rajasthan,jute,1.98
77.2,50.8,43.3,31.6,58.8,6.25,619.0,Rajasthan,jute,1.98
83.3,61.1,28.9,31.2,42.3,6.0,553.9,Rajasthan,jute,1.98
61.5,53.7,36.5,29.6,51.7,6.07,391.5,Rajasthan,jute,1.98
82.3,33.4,51.8,31.8,37.6,6.77,578.4,Rajasthan,coffee,0.72
68.5,38.3,30.6,34.0,49.2,6.06,568.6,Rajasthan,coffee,0.72
45.1,28.6,36.2,28.0,42.7,6.9,482.9,Rajasthan,coffee,0.72
85.0,29.7,22.7,30.4,64.8,6.77,982.3,Rajasthan,coffee,0.72
66.6,42.8,18.4,31.3,51.3,6.3,479.5,Rajasthan,coffee,0.72
58.6,37.8,60.9,28.9,51.4,6.3,617.5,Rajasthan,coffee,0.72
63.5,36.6,20.7,30.7,47.5,6.47,322.6,Rajasthan,coffee,0.72
88.7,50.3,54.3,33.4,54.7,5.93,776.5,Rajasthan,coffee,0.72
41.4,36.8,47.1,32.3,54.6,6.3,409.0,Rajasthan,coffee,0.72
110.7,39.5,38.4,27.9,52.0,6.6,497.6,Rajasthan,coffee,0.72
67.6,61.2,34.0,30.1,44.8,6.65,414.7,Rajasthan,tea,1.35
49.5,22.5,41.0,31.3,64.9,6.73,432.5,Rajasthan,tea,1.35
32.8,25.3,27.0,35.6,52.3,6.21,356.0,Rajasthan,tea,1.35
42.9,32.7,53.2,29.9,38.4,7.66,329.0,Rajasthan,tea,1.35
48.2,55.7,44.2,28.6,40.1,6.02,364.0,Rajasthan,tea,1.35
60.1,42.3,38.5,29.9,41.6,6.65,692.1,Rajasthan,tea,1.35
56.7,37.8,40.8,33.4,42.8,7.23,563.2,Rajasthan,tea,1.35
60.6,54.6,28.2,31.6,53.4,6.03,569.1,Rajasthan,tea,1.35
65.7,37.9,48.6,28.3,52.2,6.43,407.8,Rajasthan,tea,1.35
70.1,37.5,25.3,24.6,56.3,5.89,541.9,Rajasthan,tea,1.35
61.1,35.6,59.6,30.5,56.0,6.94,465.3,Rajasthan,mustard,1.55
59.6,57.5,50.9,35.9,51.8,6.36,433.9,Rajasthan,mustard,1.55
36.2,49.2,34.1,20.8,69.7,6.51,413.5,Rajasthan,mustard,1.55
93.4,25.5,51.4,28.2,39.4,7.65,638.5,Rajasthan,mustard,1.55
78.4,44.4,46.0,26.3,50.9,6.34,291.7,Rajasthan,mustard,1.55
68.2,53.9,36.2,29.4,40.9,6.8,614.0,Rajasthan,mustard,1.55
75.8,46.5,33.8,28.0,56.4,7.21,474.2,Rajasthan,mustard,1.55
51.5,54.0,36.4,32.2,48.9,6.28,741.8,Rajasthan,mustard,1.55
62.4,31.5,26.1,26.1,47.0,7.76,412.3,Rajasthan,mustard,1.55
88.9,38.4,28.2,28.6,39.8,6.37,367.1,Rajasthan,mustard,1.55
21.9,58.2,42.1,27.9,51.8,6.08,200.0,Rajasthan,tomato,22.5
119.1,42.3,34.1,24.2,38.0,7.33,725.3,Rajasthan,tomato,22.5
75.1,26.6,55.1,31.3,55.2,6.72,274.0,Rajasthan,tomato,22.5
36.0,33.9,46.4,25.9,48.6,6.41,618.9,Rajasthan,tomato,22.5
73.5,27.9,54.5,26.5,58.7,6.22,524.6,Rajasthan,tomato,22.5
64.5,42.4,46.7,31.2,56.3,6.73,310.3,Rajasthan,tomato,22.5
65.4,33.2,28.9,29.1,51.5,6.62,658.4,Rajasthan,tomato,22.5
86.1,44.0,45.2,30.3,56.1,6.74,491.8,Rajasthan,tomato,22.5
103.0,33.4,54.5,25.9,56.5,7.22,213.9,Rajasthan,tomato,22.5
62.8,48.6,42.5,31.1,51.1,5.95,855.2,Rajasthan,tomato,22.5
49.9,45.2,33.5,23.2,42.6,5.78,663.7,Rajasthan,onion,13.5
47.9,33.8,29.4,30.3,44.3,7.0,545.3,Rajasthan,onion,13.5
48.6,50.2,40.1,30.1,38.3,6.46,548.2,Rajasthan,onion,13.5
86.7,31.0,62.8,31.7,37.8,6.08,713.1,Rajasthan,onion,13.5
84.9,40.2,41.5,26.5,60.6,6.01,626.7,Rajasthan,onion,13.5
87.0,40.6,49.7,35.5,52.1,6.41,490.0,Rajasthan,onion,13.5
45.1,30.8,44.4,29.5,52.6,5.76,486.1,Rajasthan,onion,13.5
80.6,26.6,40.2,24.4,39.6,6.9,453.6,Rajasthan,onion,13.5
96.4,45.2,45.3,26.8,46.9,6.13,340.2,Rajasthan,onion,13.5
73.3,50.4,44.0,27.5,52.6,5.54,698.5,Rajasthan,onion,13.5
34.0,26.6,41.2,30.6,49.4,5.24,670.0,Rajasthan,potato,18.0
26.3,22.2,38.9,26.2,59.8,5.21,733.6,Rajasthan,potato,18.0
80.7,54.8,58.9,30.2,41.9,5.75,415.0,Rajasthan,potato,18.0
45.8,41.8,36.9,27.7,48.0,6.07,643.5,Rajasthan,potato,18.0
27.9,36.4,38.6,26.5,49.0,5.87,577.8,Rajasthan,potato,18.0
61.5,29.4,60.1,32.5,54.4,6.3,536.7,Rajasthan,potato,18.0
85.7,40.7,40.0,31.9,62.6,6.56,588.9,Rajasthan,potato,18.0
70.3,48.4,49.9,33.9,48.1,6.46,551.4,Rajasthan,potato,18.0
73.0,56.6,47.5,32.7,46.9,6.55,604.4,Rajasthan,potato,18.0
62.5,53.2,65.9,26.5,43.6,7.14,564.0,Rajasthan,potato,18.0
63.8,38.6,52.1,37.8,44.7,6.45,447.4,Rajasthan,brinjal,18.0
74.7,54.7,56.2,32.3,70.2,6.21,374.8,Rajasthan,brinjal,18.0
89.4,41.5,26.2,29.1,52.0,6.18,347.8,Rajasthan,brinjal,18.0
55.8,27.2,46.4,24.2,50.7,6.76,486.4,Rajasthan,brinjal,18.0
81.9,23.6,33.0,29.0,55.7,6.61,821.5,Rajasthan,brinjal,18.0
43.9,23.3,57.9,25.7,55.5,6.01,200.0,Rajasthan,brinjal,18.0
52.5,50.8,27.8,31.7,56.1,5.86,465.8,Rajasthan,brinjal,18.0
91.5,47.8,37.4,31.2,44.5,7.06,667.0,Rajasthan,brinjal,18.0
62.4,42.8,30.0,25.9,47.0,6.46,659.4,Rajasthan,brinjal,18.0
78.4,42.2,51.9,27.2,58.6,6.1,686.0,Rajasthan,brinjal,18.0
59.7,16.0,47.3,32.4,46.3,6.31,476.1,Rajasthan,green chilli,7.2
21.5,11.6,53.0,27.5,64.8,7.19,735.1,Rajasthan,green chilli,7.2
47.0,20.7,29.1,28.7,31.0,6.26,469.7,Rajasthan,green chilli,7.2
34.1,27.5,37.8,31.1,42.9,6.65,520.5,Rajasthan,green chilli,7.2
60.9,32.2,26.7,35.1,55.0,7.0,487.5,Rajasthan,green chilli,7.2
56.7,45.9,21.7,26.7,43.6,6.27,368.0,Rajasthan,green chilli,7.2
66.7,41.0,53.9,37.4,39.9,6.57,521.8,Rajasthan,green chilli,7.2
59.7,27.0,30.8,30.7,42.4,6.58,463.1,Rajasthan,green chilli,7.2
62.8,28.6,41.6,27.4,51.3,7.17,539.1,Rajasthan,green chilli,7.2
66.4,49.8,26.0,35.2,41.6,6.94,612.0,Rajasthan,green chilli,7.2
42.0,52.1,45.0,35.7,51.5,6.45,422.8,Rajasthan,carrot,13.5
25.1,36.2,37.2,30.8,38.6,6.38,586.4,Rajasthan,carrot,13.5
73.5,17.7,47.1,29.3,48.5,5.32,724.0,Rajasthan,carrot,13.5
63.5,21.6,43.8,31.0,59.8,6.35,501.8,Rajasthan,carrot,13.5
47.1,47.2,32.2,27.3,49.5,5.89,740.3,Rajasthan,carrot,13.5
98.5,34.6,26.1,31.0,46.1,7.09,381.9,Rajasthan,carrot,13.5
70.9,41.4,33.2,30.7,57.0,6.54,514.6,Rajasthan,carrot,13.5
42.5,53.7,50.4,28.8,49.0,7.21,330.0,Rajasthan,carrot,13.5
72.1,33.3,57.8,30.2,60.1,6.12,312.7,Rajasthan,carrot,13.5
55.3,43.2,34.9,32.3,48.3,5.46,582.9,Rajasthan,carrot,13.5
42.3,35.7,55.5,35.3,45.4,6.79,417.2,Rajasthan,cabbage,22.5
54.3,32.7,22.8,30.3,52.3,6.16,663.2,Rajasthan,cabbage,22.5
51.3,32.4,45.3,25.4,57.3,6.3,648.4,Rajasthan,cabbage,22.5
85.8,47.7,31.9,26.2,38.5,7.05,479.8,Rajasthan,cabbage,22.5
48.0,38.4,50.8,32.3,53.5,6.82,527.0,Rajasthan,cabbage,22.5
66.0,42.7,40.0,32.3,52.9,6.06,579.3,Rajasthan,cabbage,22.5
64.9,47.3,39.0,32.4,49.5,6.86,431.5,Rajasthan,cabbage,22.5
52.3,47.2,36.7,36.6,54.5,6.51,623.0,Rajasthan,cabbage,22.5
50.4,51.1,49.0,33.8,46.5,5.89,408.5,Rajasthan,cabbage,22.5
54.4,60.0,62.0,31.0,50.1,6.33,623.7,Rajasthan,cabbage,22.5
103.8,61.4,51.4,33.4,56.7,6.48,389.5,Rajasthan,cauliflower,18.0
59.6,45.1,25.5,29.5,43.4,7.01,417.5,Rajasthan,cauliflower,18.0
66.6,31.6,56.0,24.9,53.8,5.86,423.6,Rajasthan,cauliflower,18.0
64.1,43.1,42.3,30.5,44.9,6.42,504.7,Rajasthan,cauliflower,18.0
63.9,39.2,47.3,30.3,51.6,6.31,342.1,Rajasthan,cauliflower,18.0
63.1,54.5,44.4,27.5,56.5,6.33,607.2,Rajasthan,cauliflower,18.0
52.6,44.2,34.8,28.5,37.5,6.76,555.5,Rajasthan,cauliflower,18.0
68.5,43.3,32.4,32.9,57.9,6.11,579.8,Rajasthan,cauliflower,18.0
77.5,34.4,37.0,31.6,37.9,5.96,351.5,Rajasthan,cauliflower,18.0
24.1,53.0,20.1,31.0,56.5,6.35,399.7,Rajasthan,cauliflower,18.0
64.7,40.0,50.0,22.1,42.7,6.78,507.6,Rajasthan,bottle gourd,13.5
75.0,43.1,38.7,29.1,68.6,7.27,574.3,Rajasthan,bottle gourd,13.5
61.6,46.5,48.3,31.3,44.0,7.39,536.9,Rajasthan,bottle gourd,13.5
100.3,42.2,37.5,34.2,52.4,6.57,319.9,Rajasthan,bottle gourd,13.5
73.2,34.1,35.5,28.5,53.5,5.73,468.4,Rajasthan,bottle gourd,13.5
79.6,25.1,41.7,28.1,46.8,7.33,252.4,Rajasthan,bottle gourd,13.5
75.3,34.3,34.7,26.7,56.0,6.4,452.3,Rajasthan,bottle gourd,13.5
62.2,38.0,20.0,28.5,57.2,5.75,336.5,Rajasthan,bottle gourd,13.5
51.5,31.3,39.7,26.7,46.9,6.48,597.3,Rajasthan,bottle gourd,13.5
84.9,36.9,58.9,29.4,56.6,7.47,520.9,Rajasthan,bottle gourd,13.5
32.5,41.1,33.9,29.2,65.9,5.89,545.1,Rajasthan,bitter gourd,10.8
42.4,36.3,47.4,31.0,48.2,6.18,547.4,Rajasthan,bitter gourd,10.8
94.2,29.2,59.1,33.6,61.0,6.65,675.7,Rajasthan,bitter gourd,10.8
39.8,32.0,47.7,30.9,48.8,5.25,434.7,Rajasthan,bitter gourd,10.8
36.5,45.9,38.1,28.1,71.1,7.02,658.4,Rajasthan,bitter gourd,10.8
104.0,49.6,32.3,27.3,57.7,5.47,488.3,Rajasthan,bitter gourd,10.8
16.6,41.2,48.5,30.8,57.5,7.48,478.5,Rajasthan,bitter gourd,10.8
116.2,42.6,49.5,28.2,63.0,7.02,720.7,Rajasthan,bitter gourd,10.8
61.1,24.9,44.6,24.9,47.3,6.6,856.6,Rajasthan,bitter gourd,10.8
66.4,41.7,39.4,26.0,50.7,6.55,354.7,Rajasthan,bitter gourd,10.8
36.3,34.2,40.6,28.6,41.6,6.64,580.8,Rajasthan,pumpkin,13.5
62.4,33.2,45.9,29.4,40.5,7.02,553.0,Rajasthan,pumpkin,13.5
57.6,21.1,32.6,36.1,37.9,6.37,497.5,Rajasthan,pumpkin,13.5
66.4,22.0,41.7,24.9,50.8,6.17,370.1,Rajasthan,pumpkin,13.5
76.7,37.2,44.7,31.5,60.2,5.9,637.9,Rajasthan,pumpkin,13.5
60.3,35.5,28.5,31.8,42.6,6.76,789.2,Rajasthan,pumpkin,13.5
79.6,56.7,32.8,32.3,40.8,6.38,761.2,Rajasthan,pumpkin,13.5
47.8,53.3,50.2,33.2,39.9,6.76,476.5,Rajasthan,pumpkin,13.5
81.8,20.1,43.7,30.7,34.1,6.06,225.5,Rajasthan,pumpkin,13.5
45.5,46.6,42.0,30.5,41.7,7.06,497.2,Rajasthan,pumpkin,13.5
60.7,51.3,30.1,30.7,53.4,6.23,597.9,Rajasthan,bhindi,9.0
69.5,38.8,38.7,31.6,56.3,6.53,668.0,Rajasthan,bhindi,9.0
73.2,18.5,26.0,33.5,48.0,6.58,670.9,Rajasthan,bhindi,9.0
59.9,40.4,31.3,31.1,54.7,6.21,361.7,Rajasthan,bhindi,9.0
112.5,38.9,33.2,32.1,49.6,5.96,572.5,Rajasthan,bhindi,9.0
